person_name,user_name,email, personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Caius Barbu,caiusbarbu,caiusbarbu@141.ro,1160515454939,2003-08-07,"Intrarea Preda Nr. 254, Vaslui, 672642",0260 018 758,0a:73:13:47:01:7e,126.87.176.207,RO53FCOE7202262765423879,2025-04-07 14:30:10,23972,313,229,699957,0335e24f-67db-4744-9c97-f9e0a7b9ef92
Maximilian Ionescu,maximilianionescu,maximilianionescu@acasa.ro,1000530223073,1947-10-10,"Strada Emanuela Stănescu Nr. 185, Dragasani, 801420",0254 363 763,1a:05:ed:7d:fb:fd,93.93.5.150,RO92IUKK5137052235478960,2025-04-07 14:30:10,7623,184,615,1922139,f0bc7a48-1ef5-496d-91a7-cba5584cf39f
Lazăr Mazilescu,lazărmazilescu,lazărmazilescu@gmail.com,3660823076038,2018-05-14,"Soseaua Popa Nr. 98, Marginea, 790551",0240 187 290,a6:fc:2f:b0:be:97,17.127.41.144,RO58RGZT0087552479249257,2025-04-07 14:30:10,33364,428,156,1514323,cb782537-b332-490b-a437-6050bd4ec64e
Marcu Pop,marcupop,marcupop@post.ro,1640311171448,2016-08-28,"Intrarea Manole, Jilava, 979338",0756 837 427,28:0f:69:48:4d:50,27.7.247.25,RO94UMJM8823002630423163,2025-04-07 14:30:10,26611,160,639,415805,29d869e3-5cad-4f1a-a22b-1682f6f7552d
Florentina Popescu,florentinapopescu,florentinapopescu@acasa.ro,6271006296751,1973-07-15,"Aleea Nemeș Nr. 74 Bl. 98  Sc. 37 Ap. 717, Valea lui Mihai, 728242",0711 668 246,92:09:d8:a2:b9:92,179.250.70.43,RO14PXYQ9408548226546456,2025-04-07 14:30:10,17555,690,360,1962666,fb5aa1f2-6bb3-40a7-bdf3-a59535013b76
Evelina Eftimie,evelinaeftimie,evelinaeftimie@141.ro,4270609124502,2019-07-02,"Drumul Ababei Nr. 54, Odobesti, 781998",0748 826 247,1e:9d:c3:01:4e:ea,88.232.20.160,RO19QKJR0410141277796845,2025-04-07 14:30:10,8159,73,359,83434,589c43f4-80eb-449f-ab27-eb3e2db01146
Georgeta Ionescu,georgetaionescu,georgetaionescu@kappa.ro,1380428124019,1956-09-16,"Aleea Melina Dinu Nr. 629 Bl. 89  Sc. 28 Ap. 702, Titu, 119877",0237 048 422,e8:d6:e9:1d:f4:91,53.122.155.106,RO35JOAF7604060226676574,2025-04-07 14:30:10,11604,941,58,271748,1bf98e72-fea4-4727-90bf-c62fc8c338e1
Flavia Ioniță,flaviaioniță,flaviaioniță@gmail.com,6190505201370,2022-12-03,"Strada Tudora Stoica Nr. 983 Bl. 75  Sc. 45 Ap. 332, Dragasani, 639219",0763 066 713,a6:f9:19:08:b7:55,115.29.134.18,RO53ADXN4220548679133687,2025-04-07 14:30:10,23840,636,402,1279336,ab2d3bc2-cbd2-4acf-9709-a8669b07df97
Damian Cristea,damiancristea,damiancristea@kappa.ro,5540821450749,1916-10-30,"Strada Florea Nr. 546, Murfatlar, 249115",0752 356 232,c2:0f:15:03:eb:05,202.153.119.222,RO92PDEE0220854239246707,2025-04-07 14:30:10,6765,728,25,986170,e5063334-1301-4317-b5d8-728b1562c5fb
Doina Dumitrescu,doinadumitrescu,doinadumitrescu@zzup.ro,6910415301171,1949-12-20,"Strada Dochioiu, Copsa Mica, 923492",0720 075 702,36:ed:99:52:a6:31,223.184.27.43,RO97OTRI1344757613977536,2025-04-07 14:30:10,9652,433,256,1839051,496da98e-656b-49fd-9d7d-34e5bc252159
Monica Dobre,monicadobre,monicadobre@post.ro,7520807134273,1940-12-11,"Intrarea Pavel Tomescu Nr. 55, Adjud, 161481",0780 266 530,c8:59:e8:aa:0a:c7,24.175.206.186,RO83OJNC7021612169225083,2025-04-07 14:30:10,3927,841,129,1993389,83631f3d-04bd-4eac-ae43-541bbe726200
Arsenie Diaconu,arseniediaconu,arseniediaconu@gmail.com,5360217292518,2016-08-26,"Soseaua Marcel Toma, Floresti, 419086",0772 526 008,0e:16:64:af:8e:74,86.49.87.187,RO64YGVI5515418468147104,2025-04-07 14:30:10,8339,440,564,1009913,787684b0-5c57-48ea-b5d3-7560aabdaf0a
Martin Ionescu,martinionescu,martinionescu@post.ro,5190511432229,1915-05-24,"Bulevardul Dochioiu, Pantelimon, 135130",0732 248 739,c0:a3:0c:cc:07:f3,111.14.72.94,RO46HWZJ7107473242112512,2025-04-07 14:30:10,13817,180,372,311048,1625ec4f-b636-4342-809f-432caf2d910f
Cleopatra Oprea,cleopatraoprea,cleopatraoprea@gmail.com,5780724219616,1921-10-07,"Aleea Toma Nr. 432, Rosu, 752766",0728 733 738,4e:cf:5e:54:79:a5,25.243.61.152,RO84BWJK0619672677508081,2025-04-07 14:30:10,16557,921,771,1768140,d2d9e839-aac6-438f-bf20-5ce20b3df444
Antonie Diaconu,antoniediaconu,antoniediaconu@141.ro,8070716432994,1992-07-09,"Drumul Ludovica Preda, Pogoanele, 338181",0253 093 423,98:65:24:57:7f:c8,68.40.241.109,RO84XWWN5471613114017052,2025-04-07 14:30:10,12061,858,404,1683665,442cea05-d2c3-4515-815a-6ee9e5f42852
Vasilica Nemeș,vasilicanemeș,vasilicanemeș@post.ro,8121112522821,1971-09-17,"Bulevardul Mălina Albu, Arad, 655180",0771 512 371,ee:f2:19:65:8c:9e,148.18.207.58,RO92YJPT2338808777506095,2025-04-07 14:30:10,13111,629,753,214560,7e0cc1aa-85ff-4a18-bb51-8151e32ac241
Valentina Suciu,valentinasuciu,valentinasuciu@email.ro,1390706194143,1911-04-09,"Bulevardul Pușcașu Nr. 962, Reghin, 798944",0265 738 994,0c:d0:32:98:36:fd,60.51.110.168,RO84TYTP9107699106849298,2025-04-07 14:30:10,9851,321,13,738872,7194ed12-05aa-438b-8946-90f4e8652650
Norman Dochioiu,normandochioiu,normandochioiu@kappa.ro,8710704366467,1910-09-16,"Strada Voinea Nr. 19, Buzau, 235937",0786 940 270,84:f3:bc:6e:b2:e5,209.241.166.200,RO57TRMU1499690217814224,2025-04-07 14:30:10,12467,186,270,1517703,dfdc8fa8-b14c-4ab0-b0b7-e6d31448690d
Silvia Ababei,silviaababei,silviaababei@gmail.com,3710813091922,1959-06-29,"Intrarea Toma Nr. 818 Bl. 34  Sc. 35 Ap. 931, Campulung Moldovenesc, 225776",0765 910 102,ec:1d:67:a0:05:31,77.175.117.174,RO29ZLVL4034360158734495,2025-04-07 14:30:10,29352,407,548,476917,d9da3293-f013-495a-9ec9-d8957e709ea4
Timotei Niță,timoteiniță,timoteiniță@acasa.ro,5600207118731,1955-07-29,"Drumul Pop, Bragadiru, 763603",0768 331 454,d4:39:8b:23:c7:5a,140.194.30.209,RO34PDST4597995762212092,2025-04-07 14:30:10,7967,125,264,294277,302f1e0c-3a61-4dfa-870f-f5a0b56d65e5
Sorina Ioniță,sorinaioniță,sorinaioniță@zzup.ro,4401102199317,2025-03-05,"Intrarea Nistor Nr. 50, Alexandria, 654481",0253 848 154,2c:48:40:a8:a3:01,120.133.84.118,RO88TDRH3466574051915536,2025-04-07 14:30:10,33932,972,28,1581896,35a205ca-c861-437c-957e-09bc0329858c
Dina Niță,dinaniță,dinaniță@post.ro,3671128036001,1988-06-19,"Bulevardul Varvara Nemeș Nr. 57, Marginea, 954811",0730 690 911,ca:81:fa:ca:d6:5a,119.143.167.125,RO81RWKG4853349992882999,2025-04-07 14:30:10,32069,665,677,338032,01280506-d024-4c01-93fa-19264d009bce
Alex Niță,alexniță,alexniță@141.ro,5231112191530,1976-06-19,"Bulevardul Tabacu, Brad, 701175",0234 586 937,16:d8:6a:6a:92:09,120.165.50.236,RO67POSD4453780764762068,2025-04-07 14:30:10,10136,918,621,1450494,f589f4fd-b6e8-43f5-933e-cb9b4beba20a
Silvia Manole,silviamanole,silviamanole@kappa.ro,5961110102848,1935-04-23,"Bulevardul Edgar Ioniță, Maieru, 784523",0762 713 114,d8:d1:f6:f1:fc:eb,223.245.10.95,RO64CPDQ6423501945076623,2025-04-07 14:30:10,15685,285,419,951347,1133a604-21ba-4c6e-a119-94fa20bce737
Janeta Popa,janetapopa,janetapopa@zzup.ro,8991221253068,1976-12-03,"Aleea Dochioiu Nr. 92, Rosiori de Vede, 478525",0759 374 228,72:e6:47:c9:06:44,205.242.101.17,RO60FSEF1489517997502069,2025-04-07 14:30:10,27788,206,78,32411,6edfcfea-1dfe-464f-b8d9-15772ac2a817
Grațiela Voinea,grațielavoinea,grațielavoinea@zzup.ro,8470816175230,2021-07-17,"Intrarea Tudor Nr. 65 Bl. 30  Sc. 94 Ap. 926, Bocsa, 585915",0769 355 412,00:b4:69:5a:6c:6a,134.168.189.190,RO38QSLB3006551716250424,2025-04-07 14:30:10,32128,161,458,1379032,bf3b0204-8749-49c5-a901-f8af0f72b50a
Mirabela Mazilescu,mirabelamazilescu,mirabelamazilescu@kappa.ro,5250103106529,1925-12-21,"Soseaua Eftimie Nr. 30, Suceava, 280322",0261 022 118,76:de:2b:09:f2:f1,54.101.68.223,RO78TDXM5248537399034941,2025-04-07 14:30:10,9774,677,336,1413359,ef1cb7c0-7cb4-44ca-ba8f-8bf2bc3fe7ba
Antoaneta Ene,antoanetaene,antoanetaene@141.ro,3901122393991,1979-12-01,"Drumul Nicoleta Nemeș Nr. 59 Bl. 87  Sc. 39 Ap. 450, Vladimirescu, 452513",0722 628 617,f0:f1:15:9c:31:93,102.201.245.157,RO32OKMI5527980102860778,2025-04-07 14:30:10,88,367,118,436140,4363f7ee-de50-436d-bd78-76402aa64e90
Safta Popescu,saftapopescu,saftapopescu@post.ro,6870416361785,1991-11-10,"Soseaua Pop Nr. 236 Bl. 25  Sc. 85 Ap. 768, Buftea, 589784",0259 152 044,ae:c0:93:1f:f7:7f,153.215.203.131,RO78MZOR1709356301566623,2025-04-07 14:30:10,9610,119,625,312896,8d618c35-07c7-451f-81cf-7a029f27a176
Petronela Stănescu,petronelastănescu,petronelastănescu@post.ro,3560726354437,1909-10-23,"Soseaua Tomescu, Oravita, 807032",0240 004 329,ea:b0:55:c1:b8:3b,56.175.145.51,RO74EXZE6209180894820818,2025-04-07 14:30:10,7460,469,7,1384282,90c8ba05-ea6c-419d-9389-c9f9fb274f09
Maximilian Aanei,maximilianaanei,maximilianaanei@post.ro,5171119406146,1913-09-11,"Drumul Stoica, Urziceni, 240741",0241 100 633,a4:e8:0f:96:3f:df,207.57.20.253,RO54IMLO9033175729741998,2025-04-07 14:30:10,9781,215,629,1643058,5128a127-9441-478e-b29a-f61117b521a5
Laurian Ababei,laurianababei,laurianababei@acasa.ro,7380324067711,1949-07-22,"Intrarea Adina Tomescu Nr. 42, Arad, 944057",0784 153 125,a0:29:64:74:e2:68,176.49.82.255,RO20JOSX2839004985570292,2025-04-07 14:30:10,22935,13,455,1271810,1a2ffb33-fd5c-43d9-846a-fa285913856c
Octav Pop,octavpop,octavpop@zzup.ro,8550829408769,2003-08-03,"Bulevardul Simona Aanei, Cumpana, 152825",0756 039 174,ca:80:38:39:b7:fc,202.73.208.173,RO31KION9290628163531114,2025-04-07 14:30:10,0,423,682,1738658,0770e19d-4a32-4ccf-b2c2-c3216d7caaeb
Sebastian Suciu,sebastiansuciu,sebastiansuciu@post.ro,2700109113081,1954-12-07,"Aleea Nistor, Breaza de Sus, 131143",0768 016 325,7a:2a:4d:cd:d4:33,176.35.117.136,RO17YVQB6120110607693690,2025-04-07 14:30:10,33966,218,131,774541,3f0f0920-1c01-43a3-abeb-14327de4cdab
Ionela Aanei,ionelaaanei,ionelaaanei@kappa.ro,7960523225229,1973-06-23,"Aleea Dumitrescu, Odobesti, 949825",0766 574 981,2a:a9:2e:99:60:59,58.106.14.197,RO09ZYVF0507842297405681,2025-04-07 14:30:10,32884,186,143,131356,1d203a1d-e448-4d04-ac97-045a1aa53752
Milena Georgescu,milenageorgescu,milenageorgescu@gmail.com,6640326390528,1919-01-17,"Bulevardul Dochioiu, Botosani, 308344",0749 854 571,46:33:d3:a7:31:80,96.84.209.82,RO58OZYH9723688096586428,2025-04-07 14:30:10,21831,475,149,1694326,6694c628-782a-47d3-9b3a-c3a463ef9d4b
Robertina Mazilescu,robertinamazilescu,robertinamazilescu@kappa.ro,7080406030423,1967-09-30,"Intrarea Elvira Tabacu Nr. 63 Bl. 80  Sc. 84 Ap. 130, Braila, 191600",0784 292 708,34:b4:a0:6e:73:b2,53.64.4.101,RO04RYCD5849314335325034,2025-04-07 14:30:10,2205,912,242,1640184,45ad7229-2fd0-40e2-9f00-a50aef43199f
Rozalia Eftimie,rozaliaeftimie,rozaliaeftimie@kappa.ro,6361110099601,1938-11-15,"Drumul Doru Diaconescu, Fagetel (Remetea), 110885",0246 567 838,06:eb:5a:0e:8f:b0,23.126.201.25,RO21IYLV8490858418070824,2025-04-07 14:30:10,4978,501,197,337274,dd11747f-6b66-4f94-8e4e-e995688f74ea
Florina Dinu,florinadinu,florinadinu@email.ro,3941209388312,1995-01-04,"Drumul Ardelean, Greci, 610734",0759 339 274,d6:0a:2e:de:c5:00,132.195.165.87,RO46QNWP8272386862266817,2025-04-07 14:30:10,28272,419,788,1527096,342e395a-0bab-4c61-835e-9a0e09c62339
Augustin Nemeș,augustinnemeș,augustinnemeș@acasa.ro,5751124031662,1955-05-11,"Bulevardul Livia Mazilescu Nr. 49, Feldru, 612737",0261 000 176,7e:dc:ec:56:c9:4a,13.97.8.226,RO44HKWG3952547686249848,2025-04-07 14:30:10,25554,866,203,585238,9aa02ea9-daf9-4d32-ac49-92f6ab068c83
Emanuel Tudor,emanueltudor,emanueltudor@post.ro,5490727294401,1988-09-17,"Soseaua Nemeș Nr. 82, Arad, 541106",0721 431 612,fc:c3:f0:2e:62:b4,30.166.22.112,RO64HENO8459670639903892,2025-04-07 14:30:10,31701,704,157,1762628,b6b20bf0-ca68-420c-b1d2-2d3d43e76e1d
Marina Nistor,marinanistor,marinanistor@email.ro,6460219292351,2009-05-23,"Aleea Gherghina Tudor Nr. 281, Cugir, 373710",0785 358 480,9c:b6:c8:aa:24:5c,9.85.167.244,RO33OBZD8107503968591613,2025-04-07 14:30:10,4287,989,243,1907937,84010290-5b91-4361-9d4d-33876e46d944
Petre Diaconu,petrediaconu,petrediaconu@post.ro,3140121424950,2003-06-20,"Intrarea Georgian Mocanu Nr. 628 Bl. 55  Sc. 67 Ap. 466, Babadag, 533814",0785 157 048,7a:80:51:ff:f6:a5,194.141.81.189,RO83XYRS0314453581958089,2025-04-07 14:30:10,13537,105,78,1198557,e57f46d7-a62e-433e-85ba-3c077cf45a18
Viorica Tabacu,vioricatabacu,vioricatabacu@post.ro,7451224035182,2009-01-07,"Intrarea Stan, Arbore, 965095",0720 811 041,d0:8d:2b:2c:05:97,64.53.44.83,RO76ZMJW1924390280015304,2025-04-07 14:30:10,23554,473,226,1672175,8883c328-8341-4dd4-b5bb-f59b6e68b7f1
Eleonora Aanei,eleonoraaanei,eleonoraaanei@zzup.ro,8550414105037,1993-04-11,"Intrarea Emil Dochioiu, Paunesti, 982434",0764 742 078,06:a7:3e:45:cc:d0,44.95.153.210,RO47FCAX2884147373900926,2025-04-07 14:30:10,3033,622,518,1792391,8b506744-874a-48fe-9801-2f301c578308
Voicu Niță,voicuniță,voicuniță@email.ro,6251226256074,1999-11-08,"Soseaua Stănescu, Darmanesti, 532011",0736 971 289,00:f7:63:b4:a3:62,201.232.51.148,RO37EJZR6368933731636282,2025-04-07 14:30:10,4388,382,492,817079,d0810ad9-c45c-4d51-b8a0-32cc27367838
Blanduzia Stănescu,blanduziastănescu,blanduziastănescu@kappa.ro,2000124440621,2003-12-11,"Strada Tudor Nr. 77, Siret, 396173",0763 689 176,42:55:00:8f:88:e0,35.80.135.75,RO14EDFW3081128107464992,2025-04-07 14:30:10,5992,854,693,863059,36858026-16de-40cf-ae14-9d204b19d1a9
Codruț Dochioiu,codruțdochioiu,codruțdochioiu@post.ro,5630316052443,2008-06-03,"Drumul Georgescu, Tudora, 200364",0732 089 683,f0:16:98:4e:8e:e3,145.196.88.138,RO18DCXT2856811763191806,2025-04-07 14:30:10,30822,514,136,674623,1faf9e91-81a7-42de-b797-52bd578c447b
Lascăr Nistor,lascărnistor,lascărnistor@kappa.ro,1481221018391,1999-01-30,"Bulevardul Luca Ionescu Nr. 82, Timisoara, 501551",0762 161 674,16:03:b9:36:bb:2d,45.112.112.22,RO70PRVU8148799998079007,2025-04-07 14:30:10,5343,535,474,967753,83e650a1-af0a-4d3c-93a9-b77e68d592fa
Dorian Ababei,dorianababei,dorianababei@email.ro,3560506305514,1961-12-05,"Strada Georgescu Nr. 81 Bl. 78  Sc. 74 Ap. 557, Siria, 504835",0744 868 953,8c:3f:a6:bc:02:77,154.8.120.155,RO13CWHW7661012379827742,2025-04-07 14:30:10,12682,331,337,334308,454fa6b8-3ca7-4048-bfec-05c9f2c1e19b
Viviana Florea,vivianaflorea,vivianaflorea@141.ro,5430304061760,1987-03-25,"Drumul Voinea Nr. 789 Bl. 24  Sc. 13 Ap. 535, Barlad, 321843",0251 380 818,98:c9:e4:51:3a:4a,140.228.127.154,RO51HTJS1204307234574858,2025-04-07 14:30:10,20918,333,728,846389,3c5d91c3-8c40-44c4-8a59-131c9d730861
Dalia Dinu,daliadinu,daliadinu@141.ro,1740631212887,1946-09-13,"Strada Georgian Georgescu Nr. 37 Bl. 45  Sc. 65 Ap. 418, Mizil, 429613",0244 291 634,ac:0f:c5:6d:71:ce,77.208.34.53,RO79JEFM1366176382523671,2025-04-07 14:30:10,22232,530,145,909196,a1e73f56-d87d-4e70-8bde-66f080581b33
Nicușor Diaconu,nicușordiaconu,nicușordiaconu@post.ro,2930208063768,1986-05-17,"Soseaua Stănescu Nr. 28 Bl. 50  Sc. 78 Ap. 149, Beclean, 842586",0737 919 310,b4:92:ae:c3:0b:9e,5.108.189.81,RO86SVTU5883897754299602,2025-04-07 14:30:10,7002,237,2,736885,530cd0f3-9507-406a-9b48-73524909d644
Beatrice Ababei,beatriceababei,beatriceababei@gmail.com,2010902348286,1951-08-20,"Drumul Georgescu Nr. 70 Bl. 29  Sc. 12 Ap. 634, Tandarei, 743786",0259 111 742,a0:0b:84:be:e5:54,11.13.61.233,RO64ZURU6927467877988128,2025-04-07 14:30:10,8324,753,734,1529757,a1112fd6-91e3-4f53-b524-10ec5fcea0a2
Daria Ababei,dariaababei,dariaababei@141.ro,2110108349628,1956-12-02,"Drumul Bartolomeu Georgescu Nr. 22, Radauti, 134022",0232 686 253,6a:61:25:8d:d0:7e,92.71.204.74,RO83TYOM7769262996186383,2025-04-07 14:30:10,20574,104,265,1810043,00aa8a2e-c9b4-440a-8e18-e5fe64684ad1
Liviu Dumitrescu,liviudumitrescu,liviudumitrescu@gmail.com,3260928211220,1992-06-24,"Intrarea Diaconu, Medias, 334735",0757 651 168,66:44:f9:f3:b5:9e,50.223.169.143,RO57EDSW2770653995198941,2025-04-07 14:30:10,29740,847,101,32899,b6d34905-e1ee-4d15-89e2-b8fc42e54357
Ilie Tabacu,ilietabacu,ilietabacu@post.ro,3920617382175,1936-01-05,"Intrarea Eftimie Nr. 83 Bl. 38  Sc. 34 Ap. 594, Cobadin, 508432",0243 737 619,4e:d1:46:fe:09:e6,159.9.171.70,RO68ROWI2524114756908289,2025-04-07 14:30:10,15061,139,592,392560,dc199c03-210e-4463-aab6-cc254a90e4e1
Remus Ene,remusene,remusene@gmail.com,3490431219474,2019-07-08,"Drumul Stoica, Savinesti, 936897",0756 364 115,6c:ee:86:76:68:58,11.188.156.161,RO63ZNYY8308050166623572,2025-04-07 14:30:10,30786,80,340,647789,afd0289b-1b0f-4d21-8b57-508481bd8ee5
Gicu Pop,gicupop,gicupop@gmail.com,6410213519045,1923-06-12,"Drumul Damian Stancu, Gherla, 339957",0735 612 917,3a:8b:fd:a2:52:f5,110.44.171.41,RO10YSQQ2338906057427089,2025-04-07 14:30:10,1136,18,434,1719565,d8c4a4f5-acf6-4bd9-9676-5fd212f0a9b5
Corvin Ioniță,corvinioniță,corvinioniță@141.ro,7590217356378,1995-07-16,"Bulevardul Niță, Otopeni, 157569",0264 391 266,d4:70:bf:c4:51:6e,110.20.8.77,RO16CJQR4071359695637243,2025-04-07 14:30:10,23567,379,621,593904,8995d7ad-a231-46cc-a8ee-84e595711c32
Robertina Dumitrescu,robertinadumitrescu,robertinadumitrescu@zzup.ro,7290712067774,1938-09-27,"Aleea Diaconescu, Gherla, 544895",0751 931 764,40:8e:fc:63:af:e2,206.93.46.119,RO47FBHO3401477821029014,2025-04-07 14:30:10,18011,782,12,732799,a8e17d40-d358-486c-a2fc-64c31342b25e
Semenica Pop,semenicapop,semenicapop@acasa.ro,7540929282832,1932-11-30,"Intrarea Dana Ababei, Bolintin-Vale, 907051",0233 686 327,42:52:10:7b:f9:89,146.113.230.199,RO57SZDL7253158154957908,2025-04-07 14:30:10,7218,345,388,1698787,b07a68ba-ed61-4a87-8a89-67e09bfd7101
Amanda Pușcașu,amandapușcașu,amandapușcașu@acasa.ro,7431007074482,1933-12-13,"Bulevardul Tabacu Nr. 880, Odobesti, 451427",0750 429 086,32:c7:c0:ad:72:f9,130.3.100.74,RO12KQLG0657917141500613,2025-04-07 14:30:10,12238,132,543,1255611,e92cd19a-4749-4527-a109-7e8149f01fbb
Anuța Florea,anuțaflorea,anuțaflorea@141.ro,2391118386546,1946-09-11,"Drumul Ene Nr. 81 Bl. 16  Sc. 60 Ap. 878, Moldova Veche, 501551",0727 566 629,aa:43:10:bf:2d:be,103.3.147.135,RO28VOYD3723985111418531,2025-04-07 14:30:10,33761,653,646,160633,6efc3356-d939-4a1e-8c7e-82c4f7b6ed81
Victor Voinea,victorvoinea,victorvoinea@gmail.com,8770419046714,1958-05-05,"Strada Marin Nr. 747, Lipova, 848773",0248 562 597,5c:22:06:7b:ab:d4,65.57.187.217,RO83IFXI7540706539090843,2025-04-07 14:30:10,23400,24,733,759299,4a4a8a33-fc24-4cfc-b14c-c551832c534f
Janina Nistor,janinanistor,janinanistor@141.ro,5470402301745,1965-04-01,"Strada Preda, Rasnov Romacril, 143875",0259 555 559,86:5b:ce:d0:05:e9,45.144.18.8,RO41VVPY1457308157975572,2025-04-07 14:30:10,12674,215,293,1602978,27c11001-ef57-4c82-86b5-67643237ddf3
Lăcrămioara Mazilescu,lăcrămioaramazilescu,lăcrămioaramazilescu@post.ro,5750327394811,1910-09-27,"Soseaua Aanei Nr. 618, Intorsura Buzaului, 794874",0725 851 752,4a:29:55:d5:c5:ec,168.243.54.19,RO25KSZB9474510814725257,2025-04-07 14:30:10,11408,457,587,679017,3fcea648-87fd-4cb9-8967-358ab92fd731
Virginia Tomescu,virginiatomescu,virginiatomescu@kappa.ro,7510324396030,2024-07-11,"Aleea Salomea Popa Nr. 804 Bl. 96  Sc. 91 Ap. 507, Targu Lapus, 103473",0760 269 601,3c:e6:23:7d:ad:28,154.135.46.143,RO73CIEQ4519535116555702,2025-04-07 14:30:10,20150,757,444,978814,80d24299-5c91-4a16-9e0d-11f113f3c481
Margareta Georgescu,margaretageorgescu,margaretageorgescu@zzup.ro,7481013054651,2020-01-31,"Strada Ioniță, Pucioasa, 618716",0763 087 303,4e:96:19:be:9c:0b,55.33.73.239,RO18QIFI0922091691156013,2025-04-07 14:30:10,5777,589,441,150435,699af812-63cc-4d01-a30f-5d667272dc9f
Domnica Pușcașu,domnicapușcașu,domnicapușcașu@email.ro,2430619408279,1959-04-17,"Strada Achim Preda, Odorheiu Secuiesc, 735058",0768 305 071,5e:24:e5:51:83:08,4.98.3.37,RO28HOZK6755740859953486,2025-04-07 14:30:10,11613,60,184,72463,40470fc6-39ee-427d-b5f0-e7e80646556e
Brândușa Tabacu,brândușatabacu,brândușatabacu@kappa.ro,6770219066320,1970-12-05,"Aleea Albu Nr. 19 Bl. 91  Sc. 67 Ap. 677, Sovata, 676677",0241 941 286,3e:cb:ab:3b:ff:bd,41.216.213.65,RO42TFWV5356962381629717,2025-04-07 14:30:10,19562,152,228,841838,48ff26d6-1e78-4533-b455-0399003e70ef
Antonia Cristea,antoniacristea,antoniacristea@post.ro,5650124228678,1944-10-10,"Intrarea Cristea, Tomesti, 508127",0745 864 631,be:ed:bd:40:1e:c8,213.81.114.249,RO41BTUN6521471877473427,2025-04-07 14:30:10,30027,144,497,593789,a10b0374-3757-4bd2-8c1f-ba5bc81d9dd2
Elisaveta Ababei,elisavetaababei,elisavetaababei@kappa.ro,6380605266611,1999-03-07,"Aleea Ababei Nr. 85 Bl. 14  Sc. 79 Ap. 472, Ramnicu Sarat, 415746",0754 619 042,ca:c8:8b:33:c0:66,222.0.129.174,RO85CJZL4452062773817447,2025-04-07 14:30:10,25022,150,252,1958551,9d47c10c-d853-4118-be86-f4cc68548195
Angel Suciu,angelsuciu,angelsuciu@email.ro,3080527230254,1970-09-21,"Strada Diaconescu, Miercurea-Ciuc, 520443",0265 098 704,da:61:4d:d8:d2:e2,210.24.68.33,RO85TUGD6001650144596230,2025-04-07 14:30:10,20315,844,243,1362434,bf99928d-97f1-497a-906e-c907d262bc1b
Francisc Eftimie,francisceftimie,francisceftimie@zzup.ro,3660522082210,1996-12-29,"Intrarea Dariana Pușcașu Nr. 25, Pancota, 592797",0244 822 768,ca:cb:32:5b:26:c6,171.68.100.226,RO55BQIX5123482693010083,2025-04-07 14:30:10,8521,683,12,175142,36040c09-e8a0-4b50-be19-6e7a9bf30e78
Rica Dochioiu,ricadochioiu,ricadochioiu@acasa.ro,4730513023383,1920-01-07,"Aleea Ene Nr. 463 Bl. 19  Sc. 10 Ap. 594, Marasesti, 161460",0766 751 045,5e:29:97:a8:2d:99,115.66.185.132,RO68AYED0111107840324490,2025-04-07 14:30:10,1487,456,289,1100127,f0887663-026f-49eb-b279-8547455584e7
David Suciu,davidsuciu,davidsuciu@gmail.com,1161011389750,1915-06-21,"Aleea Barbu, Lipova, 455999",0722 018 945,e6:fe:b1:62:0c:ce,104.132.81.148,RO70XGZE6949177457006977,2025-04-07 14:30:10,13546,684,235,1838404,355012f8-6c67-462f-8cd8-878e0ca43001
Zoe Voinea,zoevoinea,zoevoinea@email.ro,4320525226836,2009-02-18,"Aleea Nistor, Insuratei, 363603",0260 318 966,9e:00:8c:d1:88:05,27.89.5.173,RO98LGJT9191017265064483,2025-04-07 14:30:10,14580,894,265,1718015,437a78d4-2035-4442-bbed-8a1a9dbe399f
Antonela Mazilescu,antonelamazilescu,antonelamazilescu@email.ro,4690423404236,1933-12-22,"Aleea Ancuța Pușcașu Nr. 258 Bl. 58  Sc. 43 Ap. 517, Siria, 142097",0249 401 357,d6:8d:5a:96:af:a0,4.247.24.74,RO64AKRM1184564627719630,2025-04-07 14:30:10,27329,172,316,1507170,a21d079c-ccf0-43b3-984a-ca32852d9851
Aurora Dochioiu,auroradochioiu,auroradochioiu@141.ro,6741110075420,1917-06-29,"Drumul Luca Popescu Nr. 593 Bl. 87  Sc. 73 Ap. 168, Iasi, 306111",0232 820 111,2a:82:d4:c2:1a:7d,201.158.122.152,RO61NERT7787936025581775,2025-04-07 14:30:10,3729,393,708,1371161,f493217e-e5a0-4a16-9a9d-9711c828c502
Adi Dobre,adidobre,adidobre@kappa.ro,7491218527737,1976-08-19,"Bulevardul Ababei Nr. 174, Dragu-Brad, 632835",0769 152 929,1c:be:26:10:6f:2e,55.233.33.166,RO23GBVM6059695135731397,2025-04-07 14:30:10,2979,248,611,265484,9396741b-fa4b-4d69-b5e7-abe230d4a0f9
